GeneID-1	GeneSym-1	GeneName-1	TaxID-1	GeneID-2	GeneSym-2	GeneName-2	TaxID-2	PubMedIDs	Experiment
5062	PAK2	-	9606	3309	HSPA5	-	9606	15908432	Affinity Capture-Western
5071	PARK2	-	9606	3309	HSPA5	-	9606	24244333	Affinity Capture-MS
5074	PAWR	-	9606	3309	HSPA5	-	9606	19632185	Affinity Capture-MS; Affinity Capture-Western
51035	UBXN1	-	9606	3309	HSPA5	-	9606	22863883	Co-fractionation
51141	INSIG2	-	9606	3309	HSPA5	-	9606	19815544	Affinity Capture-MS
51150	SDF4	-	9606	3309	HSPA5	-	9606	24189400	Affinity Capture-MS
51320	MEX3C	-	9606	3309	HSPA5	-	9606	26471122	Affinity Capture-MS
51377	UCHL5	-	9606	3309	HSPA5	-	9606	21800051	Affinity Capture-MS; Affinity Capture-Western; Co-localization; Reconstituted Complex
5139	PDE3A	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
51552	RAB14	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
51726	DNAJB11	-	9606	3309	HSPA5	-	9606	21217698,24189400,26085089,26186194,26344197	Affinity Capture-MS; Co-fractionation; Reconstituted Complex
5265	SERPINA1	-	9606	3309	HSPA5	-	9606	24899641	Affinity Capture-Western
5289	PIK3C3	-	9606	3309	HSPA5	-	9606	23569248	Affinity Capture-MS
54165	DCUN1D1	-	9606	3309	HSPA5	-	9606	21145461	Affinity Capture-MS
54361	WNT4	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
54431	DNAJC10	-	9606	3309	HSPA5	-	9606	12411443,18400946,24189400	Affinity Capture-MS; Affinity Capture-Western; Reconstituted Complex
54431	DNAJC10	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	ERDJ5	9606	12411443	-
5445	PON2	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
54487	DGCR8	-	9606	3309	HSPA5	-	9606	17765891	Affinity Capture-MS
54556	ING3	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
5479	PPIB	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
54972	TMEM132A	-	9606	3309	HSPA5	-	9606	12514190	Reconstituted Complex
54972	TMEM132A	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	GBP protein	9606	12514190	-
5501	PPP1CC	-	9606	3309	HSPA5	-	9606	17683050	Affinity Capture-MS
55142	HAUS2	-	9606	3309	HSPA5	-	9606	23443559	Affinity Capture-MS
55177	RMDN3	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
55192	DNAJC17	-	9606	3309	HSPA5	-	9606	26344197	Co-fractionation
55324	ABCF3	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
55466	DNAJA4	-	9606	3309	HSPA5	-	9606	26344197	Co-fractionation
55600	ITLN1	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
55602	CDKN2AIP	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
55611	OTUB1	-	9606	3309	HSPA5	-	9606	26752685	Affinity Capture-MS
55626	AMBRA1	-	9606	3309	HSPA5	-	9606	25499913	Affinity Capture-MS
55644	OSGEP	-	9606	3309	HSPA5	-	9606	26344197	Co-fractionation
55722	CEP72	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
55832	CAND1	-	9606	3309	HSPA5	-	9606	21145461	Affinity Capture-MS
5589	PRKCSH	-	9606	3309	HSPA5	-	9606	24189400	Affinity Capture-MS
5591	PRKDC	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
5598	MAPK7	-	9606	3309	HSPA5	-	9606	23428871	Affinity Capture-MS
5611	DNAJC3	-	9606	3309	HSPA5	-	9606	26085089	Reconstituted Complex
5621	PRNP	-	9606	3309	HSPA5	-	9606	10970892	Reconstituted Complex
5621	PRNP	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Major prion protein	9606	15146195	-
5621	PRNP	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	major prion protein preproprotein	9606	10970892	PrPc interacts with HSPA5 (BiP).
56257	MEPCE	-	9606	3309	HSPA5	-	9606	17643375	Affinity Capture-MS
56469	Pias1	-	9606	3309	HSPA5	-	10090	15280358	Two-hybrid
5683	PSMA2	-	9606	3309	HSPA5	-	9606	19193609	Affinity Capture-MS
5684	PSMA3	-	9606	3309	HSPA5	-	9606	22079093	Affinity Capture-MS
56893	UBQLN4	-	9606	3309	HSPA5	-	9606	11162551,26496610	Affinity Capture-MS; Two-hybrid
56896	DPYSL5	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Dihydropyrimidinase-related protein 5	9606	16169070	-
5705	PSMC5	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
57062	DDX24	-	9606	3309	HSPA5	-	9606	16169070	Two-hybrid
57062	DDX24	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=ATP-dependent RNA helicase DDX24	9606	16169070	-
5707	PSMD1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
57154	SMURF1	-	9606	3309	HSPA5	-	9606	23184937	Affinity Capture-MS
5725	PTBP1	-	9606	3309	HSPA5	-	9606	26344197	Co-fractionation
5727	PTCH1	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
57379	AICDA	-	9606	3309	HSPA5	-	9606	23277564	Affinity Capture-Western
57510	XPO5	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
57718	PPP4R4	-	9606	3309	HSPA5	-	9606	24189400	Affinity Capture-MS
5894	RAF1	-	9606	3309	HSPA5	-	9606	18064632	Affinity Capture-Western; Reconstituted Complex
5910	RAP1GDS1	-	9606	3309	HSPA5	-	9606	22863883	Co-fractionation
5954	RCN1	-	9606	3309	HSPA5	-	9606	24189400	Affinity Capture-MS
5955	RCN2	-	9606	3309	HSPA5	-	9606	24189400	Affinity Capture-MS
5970	RELA	-	9606	3309	HSPA5	-	9606	25331947	Affinity Capture-MS
60506	NYX	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
6117	RPA1	-	9606	3309	HSPA5	-	9606	24332808	Affinity Capture-MS
6118	RPA2	-	9606	3309	HSPA5	-	9606	24332808	Affinity Capture-MS
6119	RPA3	-	9606	3309	HSPA5	-	9606	24332808	Affinity Capture-MS
6132	RPL8	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
6176	RPLP1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
6184	RPN1	-	9606	3309	HSPA5	-	9606	10588643	Affinity Capture-Western; Reconstituted Complex
6188	RPS3	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
6199	RPS6KB2	-	9606	3309	HSPA5	-	9606	25324306	Affinity Capture-MS
6217	RPS16	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
6230	RPS25	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
63982	ANO3	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
64215	DNAJC1	-	9606	3309	HSPA5	-	9606	26085089	Reconstituted Complex
64215	DNAJC1	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=DnaJ homolog subfamily C member 1	9606	10777498	-
64222	TOR3A	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
64374	SIL1	-	9606	3309	HSPA5	-	9606	12356756,25877869	Affinity Capture-Western; Two-hybrid
64374	SIL1	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Nucleotide exchange factor SIL1	9606	12356756	-
6440	SFTPC	-	9606	3309	HSPA5	-	9606	18400946	Affinity Capture-Western
6464	SHC1	-	9606	3309	HSPA5	-	9606	19380743	Affinity Capture-MS
6472	SHMT2	-	9606	3309	HSPA5	-	9606	22658674	Affinity Capture-RNA
64784	CRTC3	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
6497	SKI	-	9606	3309	HSPA5	-	9606	25670202	Affinity Capture-MS
6625	SNRNP70	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
6632	SNRPD1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
6709	SPTAN1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
6711	SPTBN1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
6721	SREBF2	-	9606	3309	HSPA5	-	9606	20936779	Two-hybrid
6742	SSBP1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
6745	SSR1	-	9606	3309	HSPA5	-	9606	17380188	Affinity Capture-Western
6780	STAU1	-	9606	3309	HSPA5	-	9606	23125841	Affinity Capture-MS
6790	AURKA	-	9606	3309	HSPA5	-	9606	23443559	Affinity Capture-MS
6836	SURF4	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
6871	TADA2A	-	9606	3309	HSPA5	-	9606	20508642	Affinity Capture-MS
7038	TG	-	9606	3309	HSPA5	-	9606	10049727,11294872	Reconstituted Complex
7038	TG	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Thyroglobulin	9606	10049727,11294872	-
7157	TP53	-	9606	3309	HSPA5	-	9606	17184779,23443559	Affinity Capture-MS; Affinity Capture-Western
7184	HSP90B1	-	9606	3309	HSPA5	-	9606	22939629,26344197,26496610	Affinity Capture-MS; Co-fractionation
7253	TSHR	-	9606	3309	HSPA5	-	9606	12383251	Affinity Capture-Western
7253	TSHR	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Thyrotropin receptor	9606	12383251	-
7253	TSHR	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	thyroid stimulating hormone receptor	9606	12383251	TSHR interacts with BiP. This interaction was modeled on a demonstrated interaction between human TSHR and hamster BiP.
7266	DNAJC7	-	9606	3309	HSPA5	-	9606	26344197	Co-fractionation
7277	TUBA4A	-	9606	3309	HSPA5	-	9606	22863883	Co-fractionation
7283	TUBG1	-	9606	3309	HSPA5	-	9606	23443559	Affinity Capture-MS
7295	TXN	-	9606	3309	HSPA5	-	9606	26344197	Co-fractionation
7296	TXNRD1	-	9606	3309	HSPA5	-	9606	22863883	Co-fractionation
7316	UBC	-	9606	3309	HSPA5	-	9606	23314748	Reconstituted Complex
7337	UBE3A	-	9606	3309	HSPA5	-	9606	26506232	Reconstituted Complex
7414	VCL	-	9606	3309	HSPA5	-	9606	22863883	Co-fractionation
7415	VCP	-	9606	3309	HSPA5	-	9606	23383273	Affinity Capture-MS
7428	VHL	-	9606	3309	HSPA5	-	9606	22234250	Reconstituted Complex
7450	VWF	-	9606	3309	HSPA5	-	9606	10887119	Affinity Capture-Western
7450	VWF	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=von Willebrand factor	9606	10887119	-
7484	WNT9B	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
7528	YY1	-	9606	3309	HSPA5	-	9606	17721549	Co-localization
7529	YWHAB	-	9606	3309	HSPA5	-	9606	15324660,22939629	Affinity Capture-MS; Co-fractionation
7529	YWHAB	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=14-3-3 protein beta/alpha	9606	15324660	-
7597	ZBTB25	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
7879	RAB7A	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
78989	COLEC11	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
79026	AHNAK	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
79091	METTL22	-	9606	3309	HSPA5	-	9606	23349634	Affinity Capture-MS
7917	BAG6	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
79600	TCTN1	-	9606	3309	HSPA5	-	9606	26638075	Proximity Label-MS
79616	CCNJL	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
79823	CAMKMT	-	9606	3309	HSPA5	-	9606	23349634	Affinity Capture-MS
79867	TCTN2	-	9606	3309	HSPA5	-	9606	26638075	Proximity Label-MS
79959	CEP76	-	9606	3309	HSPA5	-	9606	23443559	Affinity Capture-MS
80021	TMEM62	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Transmembrane protein 62	9606	16169070	-
80086	TUBA4B	-	9606	3309	HSPA5	-	9606	22863883	Co-fractionation
80321	CEP70	-	9606	3309	HSPA5	-	9606	23443559	Affinity Capture-MS
8065	CUL5	-	9606	3309	HSPA5	-	9606	21145461	Affinity Capture-MS
81847	RNF146	-	9606	3309	HSPA5	-	9606	21825151	Affinity Capture-MS
8266	UBL4A	-	9606	3309	HSPA5	-	9606	23246001,26496610	Affinity Capture-MS
83468	GLT8D2	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
8353	HIST1H3E	-	9606	3309	HSPA5	-	9606	26527279	Affinity Capture-MS
83987	CCDC8	-	9606	3309	HSPA5	-	9606	24711643	Affinity Capture-MS
8407	TAGLN2	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
84168	ANTXR1	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
84447	SYVN1	-	9606	3309	HSPA5	-	9606	21903092	Affinity Capture-Western
8445	DYRK2	-	9606	3309	HSPA5	-	9606	19287380	Affinity Capture-MS
8450	CUL4B	-	9606	3309	HSPA5	-	9606	21145461	Affinity Capture-MS
8451	CUL4A	-	9606	3309	HSPA5	-	9606	21145461	Affinity Capture-MS
8452	CUL3	-	9606	3309	HSPA5	-	9606	21145461	Affinity Capture-MS
8453	CUL2	-	9606	3309	HSPA5	-	9606	21145461	Affinity Capture-MS
8454	CUL1	-	9606	3309	HSPA5	-	9606	21145461	Affinity Capture-MS
84557	MAP1LC3A	-	9606	3309	HSPA5	-	9606	22963397	Affinity Capture-MS
84866	TMEM25	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
84959	UBASH3B	-	9606	3309	HSPA5	-	9606	19380743	Affinity Capture-MS
84993	UBL7	-	9606	3309	HSPA5	-	9606	26344197	Co-fractionation
8626	TP63	-	9606	3309	HSPA5	-	9606	20085233	Affinity Capture-MS
8648	NCOA1	-	9606	3309	HSPA5	-	9606	16051665	Affinity Capture-MS
8726	EED	-	9606	3309	HSPA5	-	9606	24457600	Affinity Capture-MS
8766	RAB11A	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
8826	IQGAP1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
8878	SQSTM1	-	9606	3309	HSPA5	-	9606	26075355	Protein-peptide; Reconstituted Complex
89778	SERPINB11	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
89780	WNT3A	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
90417	KNSTRN	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
90488	TMEM263	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
9092	SART1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
91147	TMEM67	-	9606	3309	HSPA5	-	9606	19815549	Affinity Capture-Western
9159	PCSK7	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Proprotein convertase subtilisin/kexin type 7	9606	10964928	-
9212	AURKB	-	9606	3309	HSPA5	-	9606	23443559	Affinity Capture-MS
92342	METTL18	-	9606	3309	HSPA5	-	9606	23349634	Affinity Capture-MS
92483	LDHAL6B	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
9349	RPL23	-	9606	3309	HSPA5	-	9606	24189400	Affinity Capture-MS
9451	EIF2AK3	-	9606	3309	HSPA5	-	9606	11907036,20371724	Affinity Capture-Western
9451	EIF2AK3	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Eukaryotic translation initiation factor 2-alpha kinase 3	9606	11907036	-
9476	NAPSA	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
951475	HCVgp1	-	9606	3309	HSPA5	-	11103	22810585	Affinity Capture-MS
9532	BAG2	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
9564	BCAR1	-	9606	3309	HSPA5	-	9606	16169070	Two-hybrid
9564	BCAR1	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Breast cancer anti-estrogen resistance protein 1	9606	16169070	-
9612	NCOR2	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
96459	FNIP1	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
9657	IQCB1	-	9606	3309	HSPA5	-	9606	21565611	Affinity Capture-MS
9702	CEP57	-	9606	3309	HSPA5	-	9606	23443559	Affinity Capture-MS
9793	CKAP5	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
9798	IST1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
9810	RNF40	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
9820	CUL7	-	9606	3309	HSPA5	-	9606	24711643	Affinity Capture-MS
9873	FCHSD2	-	9606	3309	HSPA5	-	9606	18654987	Two-hybrid
9924	PAN2	-	9606	3309	HSPA5	-	9606	23398456	Affinity Capture-MS
9987	HNRNPDL	-	9606	3309	HSPA5	-	9606	24189400	Affinity Capture-MS
