	1
TPMT	45958
Set domain-containing 2	45959
BMP  -7	45960
proteasome subunit beta type-4	45961
Melanoma antigen gene-D1	45962
hepatocyte growth factor (HGF) activator inhibitor type 1	45963
plasminogen activator urokinase	45964
11b-HSD type 2, glucocorticoid receptor	45965
LC3B	45966
LC3C	45967
atrad21.1	45968
LC3A	45969
HER2-aro	45970
Hmx2/3	45971
PI3K/Akt-cAMP response element-binding protein	45972
MIP-1 alpha	45973
Aryl Hydrocarbon Receptor	45974
hPer2	45975
TPXL-GAT	45976
Deleted in Breast Cancer 2	45977
e2f1	45978
Carbonic Anhydrase-9	45979
trnP	45980
Plxnd1	45981
TAD1	45982
TAD2	45983
LC3b	45984
interleukin-2 receptor-alpha	45985
LC3a	45986
ester linked G-1 and G-2	45987
alpha9 and beta4	45988
TUB	45989
chicken IL-18	45990
TUG	45991
Aquaporin 1	45992
Aquaporin 0	45993
Aquaporin 3	45994
Aquaporin 2	45995
Aquaporin 5	45996
Aquaporin 4	45997
pancreatic-duodenal homeobox-1	45998
Tem1	45999
Aquaporin 9	46000
Aquaporin 8	46001
Latent Transforming Growth Factor-b Binding Protein 2	46002
macrophage inflammatory protein-3alpha	46003
ATPase Inhibitory Factor 1	46004
plasminogen activator inhibitor type-1	46005
IFN-alpha1b	46006
plasminogen activator inhibitor type-2	46007
A-I, A-II	46008
thymic stromal lymphopoetin	46009
Organic Cation Transporter 1	46010
Raf-1, and Akt	46011
SL-2	46012
SL-3	46013
caspase  -3,   -9 and DNA (cytosine  -5  -)  -methyltransferase 1	46014
SL-1	46015
peroxisome prolifeator activated receptor	46016
KOR-KO	46017
Major Histocompatibility class II	46018
CGRP receptor 	46019
GPC-4	46020
pre-B-cell leukemia homeobox-1	46021
atypical chemokine receptor 3	46022
GPC-3	46023
runt-related transcription factor  3	46024
GPC-1	46025
squamous cell carcinoma antigens 1 and 2	46026
RT6.2	46027
Thioredoxin Reductase 2	46028
tramtrack69	46029
Tiparp	46030
Hes1/5	46031
CCT6A	46032
pxa1	46033
cystatin A and B	46034
CHCHD2	46035
MTX and/or anti-tumor necrosis factor	46036
trnS	46037
Src homology 2-domain-containing inositol-5'-phosphatase	46038
homeodomain-interacting protein kinase-2	46039
Gata4/6	46040
Glycoprotein M6B	46041
WHIRLY1	46042
Glycoprotein M6A	46043
scrapie-associated fibrils	46044
gox	46045
rna14	46046
CXCR4WT	46047
Bmpr1a	46048
Bmpr1b	46049
CHCHD1	46050
ROK1	46051
Platelet activating factor	46052
Rab11-FIP4	46053
connexin-37	46054
connexin-36	46055
CJUN	46056
caspase  -3, B-cell lymphoma  2	46057
granulocyte/macrophage-colony stimulating factor	46058
ZO-1 and desmoplakins I and II	46059
Arabidopsis Response Regulator15	46060
Glycoprotein M6a	46061
Keap-1	46062
Eco1	46063
CANT1	46064
growth arrest and DNA damage inducible gene 153	46065
BMP endothelial cell precursor-derived regulator	46066
Isa2	46067
Isa1	46068
methionine S-adenosyltransferase	46069
VGluT-1	46070
tissue inhibitor of metallopeptidases-2	46071
HCE-2	46072
TNF-a<10 pg/mL	46073
Emb14	46074
Wars2	46075
TNF and downregulated 8	46076
T-cell immune response cDNA 7	46077
ncRuPAR	46078
Engulfment and cell motility	46079
DmAChE	46080
sAPPa and NEP	46081
Ssy5	46082
Ena/VASP	46083
mRS  = 1	46084
C  -4	46085
IKK-1	46086
interferon gamma (INF-y	46087
BNP+proBNP	46088
CHIA.6	46089
PERK	46090
oga	46091
histone chaperone suppressor of Ty6	46092
MO25	46093
KATi	46094
PERP	46095
HAbp	46096
NR3B	46097
aryl hydrocarbon receptor nuclear translocator 2	46098
cytokine-induced neutrophil chemoattractant-1, tumour necrosis factor-a, nuclear factor-kB	46099
CALCRL and 1	46100
tissue inhibitor of metalloproteinase inhibitor 1	46101
LACK+IL-22	46102
and 1 and 5	46103
nLP	46104
insulin growth factor-like family member 1	46105
Zn finger homeodomain 2	46106
PNKP	46107
Mucopolysaccharidosis type IIIB	46108
M40	46109
(intercellular adhesion molecule-1	46110
glycine receptor b	46111
TDRKH	46112
Rundataxin	46113
rIGF-I	46114
AAC 1	46115
PER1	46116
SGLT4	46117
SGLT3	46118
SGLT2	46119
SGLT1	46120
INI1	46121
Ago-1	46122
Ago-2	46123
c-Jun NH2-terminal kinase (JNK)-1	46124
CtbP2	46125
CD106	46126
KAT8	46127
KAT9	46128
CD105	46129
Hsa-miR-298	46130
KAT1	46131
KAT2	46132
Hsp-25	46133
ASC1	46134
KAT5	46135
KAT6	46136
HNMT	46137
IKK-a	46138
GnRH-I and -II	46139
ET-1 and sarafotoxin 6c	46140
IKK-b	46141
Nlk2	46142
Cytochrome P-450 1B1	46143
DC NK lectin group receptor-1	46144
IKK-i	46145
stage-specific embryonic antigen-1	46146
TIMP-1, -2 and -3	46147
ERK kinase (MEK) 5	46148
dsrc	46149
Atrogin-1 and muscle-specific RING finger protein 1	46150
cannabinoid receptor   2	46151
PKC-a/b1	46152
Apolipoprotein CIII	46153
BP180(3	46154
PRLr	46155
Hsa-miRNA-134	46156
cavin-1, -2 and -3	46157
GAPDH	46158
lymphocyte cytosolic protein  2	46159
growth arrest and DNA damage-inducible protein (GADD153	46160
zinc finger E-box binding homeobox (ZEB)-1	46161
adt3	46162
pot1	46163
zinc finger protein 148	46164
sh3bgr	46165
p-21-activated kinase 1	46166
Nox; 2	46167
zinc finger protein 143	46168
TSPYL1	46169
Adas	46170
MNSOD	46171
PRLR	46172
monocyte chemotactic protein 1, collagen I and III	46173
Wingless  -related MMTV integration site 4	46174
Long-chain acyl-CoA synthetase 1	46175
glutathione S-transferase a1	46176
DA and NE) and neuromodulators (tyr, oct and syn	46177
BF-2	46178
hsd3b1	46179
hsd3b2	46180
Leukocyte elastase	46181
Glutathione S-Transferases Pi 1	46182
CyclinE1	46183
CIMP/MSI	46184
Adenosine deaminase binding protein	46185
Rho-GAP	46186
Succinate dehydrogenase flavoprotein subunit	46187
ABC binding cassette G2	46188
PRL2	46189
PRL3	46190
PRL1	46191
Fgf receptor 1	46192
crumbs homolog 1	46193
crf2	46194
atpif1	46195
NF heavy chain	46196
cyclooxygenase (COX)  -1	46197
mitochondrial biogenesis factors, peroxisome proliferator-activated receptor y coactivator-1a, nuclear respiratory factor 1	46198
PRL-	46199
glutamate cysteine ligase	46200
apolipoprotein epsilon 4	46201
Tomosyn	46202
CDKN2A; retinoblastoma 1	46203
lgr5	46204
Heparin-binding EGF-like growth factor	46205
brat	46206
SLC3A2	46207
MORN5	46208
SLC3A1	46209
Heme Oxygenase-1 and Nuclear Factor-Erythroid 2 Related Factor 2	46210
egfl7	46211
Nr1i2	46212
anti-BDNF	46213
HO-1/ROS	46214
miR-374a	46215
DCL2/3/4	46216
C-reactive protein [CRP] and fibrinogen), newer (lipoprotein-associated phospholipase A2	46217
MS4A12	46218
Hsp90 b	46219
acyl-CoA synthetase long-chain family member 6	46220
acyl-CoA synthetase long-chain family member 5	46221
acyl-CoA synthetase long-chain family member 4	46222
3beta-HSD1	46223
microtubule-associated protein RP/EB family member 3	46224
ste20-related proline-alanine-rich kinase	46225
lhx2/9	46226
B-cell-specific Moloney leukemia virus insert site 1	46227
GMFb	46228
HNM1	46229
OR 1  26	46230
CYP3A1/2	46231
Early growth response factor 1	46232
abf3	46233
multidrug resistance protein-1	46234
SYP43	46235
SYP42	46236
multidrug resistance protein-4	46237
RNAP II)-associated protein (RPAP) 2	46238
abf4	46239
BMPR-IA, -IB and -II	46240
Kv3.1 and 3	46241
trpl	46242
FAM40A/B	46243
myosin light chain 20	46244
GMFB	46245
thiol peroxiredoxin	46246
Edn receptor type B	46247
XIRP1	46248
c-MPL	46249
beta-defensins 1 and 3	46250
CD 1.4	46251
CD 1.5	46252
CD 1.9	46253
Zymogen granule protein 16	46254
solute carrier family 26 member 3	46255
D-factor- and 1 alpha	46256
PD-1 (Ldlr(-/-)Pd1(-/-)	46257
Drosha	46258
Peripherin 2	46259
factors 2 and 3	46260
MIT-domain-containing protein 1	46261
A3 and UPs B1	46262
Pet-CO2	46263
IFN  -a2b	46264
gastrointestinal glutathione peroxidase	46265
BRCA1-associated RING domain protein 1	46266
MORN1	46267
Foxp1/2	46268
east	46269
Foxp1/4	46270
Spk2	46271
MT1/MT2 or/and 5-HT3 receptors	46272
Adenosine (A)(2A)receptor	46273
aip	46274
Death-Inducing-Protein	46275
prostate transglutaminase	46276
hydroxyprostaglandin dehydrogenase 15	46277
sca-1	46278
Prkar1a	46279
Receptor of activated protein kinase C 1	46280
aid	46281
neuronal-Wiskott-Aldrich syndrome protein	46282
IL-10R	46283
you-too	46284
CRP and RF	46285
H7/H6+H5	46286
S-adenosylmethionine:guanidinoacetate N-methyltransferase	46287
Insig-1/-2	46288
CAMK1D	46289
Caspase-3/-7	46290
nm23-H1	46291
Part 17	46292
Myosin-Ic	46293
purinergic 2X7 receptor	46294
UDP glucuronosyltransferase 1 family, polypeptide A8	46295
polymorphic uridine diphosphate glucuronosyltransferase (UGT)1A6	46296
mitotic arrest defective protein 2	46297
Poly [ADP-ribose] polymerase	46298
Stathmin 1/2	46299
UDP glucuronosyltransferase 1 family, polypeptide A1	46300
CD146-PDLCs	46301
ifitm3	46302
Myosin-II	46303
Gadd45 a	46304
angiotensin (ANG) II	46305
BL00690	46306
Sesn1, 2 and 3	46307
tumor necrosis factor-- alpha	46308
angiotensin I converting enzyme (ACE)-1	46309
LRWD1	46310
pLAMP/gag	46311
polymeric Ig receptor	46312
type I 5'-deiodinase	46313
Sex-lethal	46314
Syt1p	46315
interleukins 6 and 7	46316
telomerase reverse transcriptase catalytic subunit	46317
MTTL1	46318
MORN2	46319
Ctns	46320
angiotensin I-converting enzyme 2	46321
meg-1	46322
alpha-crystallin B chain	46323
hCDR	46324
caspases-4 and -2	46325
Prpf31	46326
epidermal growth factor (EGF) and 20	46327
PI3K, p-Akt	46328
MPC-CCL22	46329
MMP-2 or -9	46330
claudin-1, -2, and -3	46331
Htr3b	46332
corticotropin releasing hormone receptor 1	46333
Htr3a	46334
cellular-IAP (cIAP)-1	46335
chromodomain-helicase-DNA binding protein 8	46336
interleukin 27p28	46337
extracellular signal-regulating kinase (ERK)1/2	46338
AtABI5	46339
PAR)2	46340
peroxiredoxin 1, 2, and 6	46341
Tc1/2/10/17	46342
Kallikrein-related peptidase 14	46343
DR4 and 11	46344
Plzf	46345
Acyl-CoA: diacylglycerol acyltransferase	46346
Smad1 and 5	46347
Adrenomedullin and the calcitonin receptor-like receptor	46348
Syt12	46349
erlin-2	46350
Adamts13	46351
Adamts12	46352
Prat2	46353
Slc5a5	46354
CD 45 (neg)	46355
Slc5a7	46356
Slc5a8	46357
retinal dystrophy	46358
RRR 1	46359
SUV39H1, K (lysine) acetyltransferase 2B	46360
BKLF	46361
Membrane Type 1 Matrix Metalloproteinase	46362
Laminin alpha1	46363
procaspase  3	46364
p-steroid receptor coactivator	46365
Fallot (TOF) and 2	46366
MMP-1-protease activated receptor (PAR)-1	46367
insulin receptor (both isoforms) and IGF-I receptor	46368
hIRE1a	46369
RAMP1/2/3	46370
ataxia telangiectasia and Rad3-related kinase	46371
Tr1	46372
Tr3	46373
Pur-alpha	46374
LIMK1 and 2	46375
Atoh1a	46376
Clec2i	46377
apoA-II	46378
A1/A2A	46379
IL-1 alpha- and human recombinant tumor necrosis factor-alpha	46380
cholecystokinin (CCK) A receptor	46381
IL- 23/IL- 17	46382
Acrosin	46383
KIAA0355	46384
interleukin-1 (IL1) alpha	46385
Clec2d	46386
arylacetamide deacetylase	46387
Clec2f	46388
INT-1	46389
S3	46390
TNF-Receptor1	46391
AtEMF2	46392
trypsin 4	46393
Cited2	46394
Cited1	46395
glutathione peroxidase type-1	46396
S1	46397
apoA-IV	46398
cyy-1	46399
IL18 receptor-1	46400
Trk	46401
EGFR-HER2	46402
Trl	46403
MMP-2) and -9	46404
rnl	46405
Tra	46406
Trc	46407
VIPR1	46408
Trd	46409
Arl4	46410
miR-361	46411
Trx	46412
miR-363	46413
miR-362	46414
phot2	46415
STAT3, nuclear factor-kappaB	46416
miR-367	46417
phot1	46418
ARPP-16	46419
Atxn7	46420
cytochrome P450 family 46, subfamily A, polypeptide 1	46421
S4	46422
Atxn2	46423
Atxn3	46424
Atxn1	46425
nup84	46426
TrK	46427
heat-shock cognate protein 70	46428
MC type 2 receptor	46429
WDR43	46430
EIF4G3	46431
EIF4G2	46432
EIF4G1	46433
GPR4	46434
Corticosteroid-Binding Globulin	46435
TrD	46436
WDR59	46437
Mts2	46438
Trek-1	46439
alpha 2-mega-globular protein (alpha 2M	46440
D1 and D3	46441
D1 and D2	46442
Rump Length	46443
transforming growth factor (TGF)-beta1	46444
D1 and D5	46445
nup85	46446
Gb3 synthase	46447
Mts1	46448
air1/2	46449
dio2	46450
PAD 2, 3, 4 and myeloperoxidase	46451
TLR2, -4	46452
Leukocyte function antigen-1, kindlin-3	46453
RUNX-2	46454
Brd2,-3, and -4	46455
beta-amyrin synthase	46456
PIH5	46457
phe1	46458
c-mesenchymal epithelial transition factor	46459
intI1 and androgen receptor	46460
HCST	46461
Rab3 GDP/GTP exchange factor	46462
GRASP-1	46463
rTNF	46464
lefty2	46465
Cyclophilin 40	46466
nf-yc3	46467
AMP-activated protein kinase a1	46468
mDPP4	46469
Msa2	46470
Hypoxia-inducible lipid droplet-associated	46471
topoisomerase II-b	46472
Ucn 2 and 3	46473
Bv8	46474
interleukin 13 receptor alpha2	46475
nf-yc4	46476
Neurogenin 2	46477
Neurogenin 3	46478
cyclooxygenase-2, platelet-derived growth factor, transforming growth factor beta	46479
Arabidopsis histidine-containing phosphotransfer protein 1	46480
UL76	46481
SOD1 and catalase	46482
HSP90.1	46483
carnitine palmitoyltransferase 1, liver form	46484
signaling lymphocytic activation molecule (SLAM)-associated protein	46485
WDR46	46486
agouti signalling protein	46487
GSO2	46488
Signal transducer and activator of transcription (STAT)-3	46489
Silent information regulator 5	46490
GstD1	46491
SAG E	46492
ARHGAP 11A	46493
FUsed in sarcoma	46494
selective activator of transcription 3	46495
Hax1	46496
ROOT ULTRAVIOLET B-SENSITIVE1	46497
hOPT	46498
Nkp46	46499
phosphatase 2A catalytic subunit	46500
p-AKT/AKT	46501
C1q/TNF-related protein-13	46502
C1q/TNF-related protein-12	46503
LncR1	46504
Asef2	46505
proteasome maturation protein	46506
MET/hepatocyte growth-factor	46507
Creutzfeldt-Jakob disease	46508
myosin light chain (MLC) 1	46509
serpin-A5	46510
sonic HH	46511
organic cation transporter 1, organic anion-transporting polypeptide 1a4	46512
extracellular regulated kinase	46513
casp 8	46514
p210 BCR-ABL	46515
TNF receptor-associated factor-2	46516
TFAP-2beta	46517
TGF-beta-RI	46518
casp 3	46519
TNF receptor-associated factor-6	46520
AMYLOID PRECURSOR PROTEIN	46521
PRODH	46522
hSSTR2	46523
min   1	46524
HCS1	46525
cGAS	46526
LRRC)26	46527
ASCC3	46528
ASCC1	46529
T1 and 92	46530
debra	46531
AKT/protein kinase B	46532
period 1 and 3	46533
period 1 and 2	46534
Fezf2	46535
Topoisomerase 1	46536
organic anion transporting polypeptide (Oatp) 1a1	46537
c-jun dimerization protein 2	46538
Fos-like antigen 1	46539
Fos-like antigen 2	46540
IL-4-R	46541
oligodendrocyte transcription factor 2	46542
Tbx21(-/-)Rag2	46543
DENN/MADD domain containing 2D	46544
heat shock protein 25	46545
Taal6	46546
Lef1	46547
Fc(gamma)RIII	46548
zeta-inhibitory peptide	46549
HPGD	46550
dehydrogenase	46551
Ubp14	46552
heat shock protein 27	46553
AT1A-R V1A-R	46554
heat shock protein 20	46555
calpactin I heavy chain, lipocortins I and III	46556
PC3/FYN-	46557
NCAM L1	46558
Choline kinase a	46559
DGluRIIA	46560
sterol-regulatory element binding protein 1	46561
cbx2	46562
suppressor of cytokine signaling (SOCS)-3	46563
parathyroid hormone-1	46564
RANK/OPG	46565
vascular adhesion molecule-1	46566
neurensin-2	46567
P1 and P2 2-fold for P2	46568
integrin/focal adhesion kinase	46569
IL-6, -174 GC IL-6	46570
high temperature requirement factor A1	46571
HO-1) via nuclear factor erythroid 2-related factor 2	46572
hxt2	46573
RPP2	46574
RPP1	46575
H1 and H4 receptor	46576
RPP4	46577
RPP5	46578
ZNF518B	46579
ZNF518A	46580
TGFBRAP1	46581
cryb	46582
ALG 2-interacting protein X	46583
triggering receptor expressed on myeloid cells-like 2	46584
prdc	46585
Familial mediterranean fever	46586
metalloproteinase 3 (MMP-3	46587
NHERF2	46588
toll-like receptor-4, toll-like receptor-2	46589
Insulin-like growth factor-II (IGF-II	46590
Poly(ADP ribose) polymerase	46591
heat shock protein 90	46592
REP1	46593
Morpheus	46594
cyclic adenosine 3',5'-monophosphate-responsive element-binding protein	46595
caspase-3, -6, -7, and -9	46596
RING1b	46597
WSB-1	46598
CRG2	46599
LRH-1 (liver receptor homologue-1	46600
angiotensin 1 (AT1) receptor	46601
Caveolin1	46602
Nlrc3	46603
ERO-1a	46604
deoxyhypusine synthase	46605
myxovirus-resistance protein A	46606
proliferator-activated receptor gamma (PPARy)	46607
rheumatoid synovial collagenase (matrix metalloproteinase 1	46608
IGRP	46609
NF-kB1 p	46610
Hsp70-1 and -2	46611
NHERF4	46612
TRAP-1	46613
BmNep1	46614
RPL3L	46615
Gnrhr	46616
insulinoma-associated-1	46617
IL-1rn	46618
Eukaryotic elongation factor 2	46619
Natriuretic peptide receptor 2	46620
PCDHB	46621
PDE 4D	46622
elongation factor 2 kinase	46623
PCDHG	46624
enolase 1 (alpha)	46625
THIK2	46626
Sargramostim	46627
Neuropeptide Y	46628
chondroitin 6-O-sulfotransferase-1	46629
Activating protein 1	46630
gp37	46631
Neuropeptide S	46632
N-methyl-D-aspartate receptor 1	46633
TREM1/3	46634
core binding factor	46635
ZNF555	46636
Neuropeptide F	46637
SENESCENCE 4	46638
gamma interferon-inducible cytokine (IP-10	46639
Pigment Epithelium Derived Factor	46640
Neuropeptide B	46641
TCA-3	46642
agents-vascular endothelial growth factor	46643
Friedreich ataxia (FRDA)	46644
Caspase-9 and -3	46645
beta2- and beta3	46646
A Kinase Interacting Protein 1	46647
NEP2	46648
nudE-like 1	46649
Natriuretic peptide receptor a	46650
O1/O4	46651
LHRH-R	46652
3beta- hydroxysteriod dehydrogenase	46653
glucagon-like peptide-1 (GLP1) receptor	46654
SgI	46655
nd4l	46656
hBMP-7	46657
Gnrh2	46658
Gnrh3	46659
Gnrh1	46660
kinesin-3 family member 13B	46661
C1 inh	46662
Co-regulated with NYE1	46663
tyrosine related protein 1	46664
SUP35	46665
transportin 2	46666
PCDH8	46667
PCDH9	46668
monocarboxylate transporter isoform 1	46669
Contactin-associated protein 4	46670
Kallikrein-related peptidase 13	46671
RPL38	46672
Connecdenn 1/2	46673
RPL36	46674
fgfr1a	46675
RPL34	46676
RPL35	46677
RPL32	46678
RPL30	46679
RPL31	46680
nd4L	46681
glutathione S-transferase theta	46682
Sgo	46683
Gcn5l2	46684
ATF5	46685
ATF4	46686
ATF7	46687
CACNG7	46688
BmDNMT-1	46689
ATF3	46690
aip1	46691
Prdm16	46692
Prdm14	46693
Matrix metalloproteinase-9	46694
dipeptidyl-peptidase   IV	46695
Prdm13	46696
Ikkbeta	46697
BUB1B	46698
Matrix metalloproteinase-2	46699
Matrix metalloproteinase-3	46700
Matrix metalloproteinase-1	46701
JK224	46702
E-cadherin and zonula occludens ZO-1 and ZO-2	46703
CPT  -1	46704
SFRS13A	46705
KIAA0317	46706
IP(3)R-1	46707
Ck 19	46708
Thyrotropin receptor	46709
Src homology 2-containing protein tyrosine phosphatase (SHP)-1	46710
TER ATPase	46711
Fbxo15	46712
KIAA0319	46713
Pecam1	46714
SDF4	46715
PSK receptor 1	46716
SDF1	46717
BUB1b	46718
Mkk2p	46719
Microfibrillar-associated protein-1/2	46720
PTGER1	46721
PTGER2	46722
PTGER3	46723
KAP-1(Ser824	46724
rps3a	46725
Git1	46726
postoperative day (POD) 1, 3, and 7	46727
Myosin binding protein-C	46728
Sept5	46729
Sept4	46730
Sept7	46731
Sept6	46732
pT3	46733
thyroid transcription factor -1	46734
pT1	46735
Sept2	46736
Bmp-2, -4 and -6	46737
high temperature requirement A1	46738
DGL	46739
LPA receptor1/3	46740
c-fms-like tyrosine kinase VEGFR-1	46741
pTH	46742
Pat1a	46743
MDFIC	46744
Pat1b	46745
"SP 6) and ""Taichong"" (LR 3) for 20 min"	46746
RCC4-VHL	46747
cyanidin-3-glucoside (C3G	46748
Myo D-1	46749
transcription factor IIIA	46750
BdRF1	46751
PHYTOCHROME-INTERACTING FACTOR 3	46752
OX2) receptor	46753
PHYTOCHROME-INTERACTING FACTOR 4	46754
PHYTOCHROME-INTERACTING FACTOR 5	46755
WHT-2	46756
OR13C8	46757
proline-, glutamic acid-, and leucine-rich protein 1	46758
pTa	46759
CYCLON	46760
H1/H2 haplotype and SNCA	46761
hPTTG	46762
IR84a	46763
HLX1	46764
Gitr	46765
NTN1	46766
HHEX-IDE	46767
LMP7-, and multicatalytic endopeptidase complex-like-1	46768
hhex	46769
BEND3	46770
APRTD	46771
secretory carrier membrane protein 3	46772
angiotensin I and angiotensin III	46773
hMTNR1B	46774
t=4.118	46775
P450scc	46776
b-defensin (HBD) 2 and 3	46777
Engrailed	46778
SP 100	46779
adiponectin receptor (AdipoR)-1	46780
ERVW1	46781
gap junction protein, gamma 1	46782
secretory carrier membrane protein 1	46783
VP13/14	46784
hbae3	46785
hsa-miR-302b	46786
interleukin 6 and 17	46787
PN4-PN10	46788
NDA2	46789
interleukin-1 (IL-6	46790
NKG2	46791
11-beta-HSD1	46792
PKC-   and -  , ERK1/2	46793
interleukin-1 (IL-1	46794
Esa1p	46795
survival of motor neuron protein-interacting protein 1	46796
HE    4	46797
DNA helicase Hel308	46798
Transforming Growth Factor Beta1	46799
immunoglobulin-heavy chain	46800
Leu]-enkephalin	46801
DRP2	46802
OCT4  -pg5	46803
SNP1	46804
Fc gamma R(CD16	46805
mir-647	46806
MIA2	46807
interferon gamma-induced protein (IP-10	46808
4F2HC	46809
TNFRSF8	46810
TNFRSF9	46811
E2e, E3, E4	46812
TNFRSF4	46813
SO	46814
Gcf2	46815
glucose insulinotropic peptide	46816
centaurin a1	46817
monocyte chemoattractant protein  -1, activator  protein  -1	46818
TNFRSF3	46819
desmocollin1	46820
sec61	46821
desmocollin2	46822
Mek5	46823
coiled-coil 1	46824
DRPR	46825
polybromo	46826
JAK2/signal transducer and activator of transcription-5	46827
Interleukin-12p40	46828
IRC 1	46829
retinoic acid receptor-b	46830
mitogen-activated protein kinase phosphatase 1	46831
IL-6, -8, -10	46832
O-6 methylguanine-DNA methyltransferase	46833
SNPH	46834
high mobility group protein isoform I-C	46835
calcidiol 1-monooxygenase	46836
HMGB1-Tg	46837
Rev-erbalpha	46838
growth-related oncogene-a	46839
caspase-1 and -3	46840
thyroxine-binding prealbumin	46841
CRP, CYFRA 21-1	46842
angiotensin receptors type 1 (AT1R	46843
sma-4/-9	46844
NOTUM	46845
bR-1	46846
preadipocyte factor 1	46847
Secreted Protein, Acidic, and Rich in Cysteine	46848
IFN-Beta	46849
Pum	46850
Naa10	46851
apelin	46852
mannan-binding-lectin	46853
BP65	46854
GPx-1 and 3b-HSD1	46855
SELENBP1	46856
PRRC2A	46857
Mig-2	46858
ACC 6	46859
SE	46860
Corto	46861
CacyBP	46862
CRH-R2	46863
ECHDC3	46864
ECHDC2	46865
DNA methyltransferase (DNMT) 3A	46866
IGF-I receptors	46867
MIR191	46868
A2HSG	46869
Cld1p	46870
BRCTx	46871
Signaling lymphocytic activation molecule-associated protein	46872
Pit1	46873
TGFBR 2	46874
Pit2	46875
carnitine palmitoyltransferase 1B	46876
Leucine-rich repeat kinase-1	46877
smooth muscle-myosin heavy chain	46878
Irf-8	46879
CYP2C 19	46880
type II collagen-induced arthritis (CIA)	46881
Irf-3	46882
l-cysteine desulfhydrase	46883
Irf-1	46884
CSA/CPA	46885
Irf-7	46886
familial hyperaldosteronism (FH) [1, 2, 3	46887
Nhp2p	46888
Interleukin-23	46889
Interleukin-22	46890
Interleukin-21	46891
Interleukin-20	46892
Interleukin-27	46893
fibrillin-1, proliferator-activated receptor-gamma 1-alpha	46894
Pyk2	46895
Interleukin-24	46896
ca2	46897
Interleukin-29	46898
MAB-5	46899
BSP	46900
ActR-IA	46901
ErbB3-binding protein 1	46902
WNK1/4	46903
BSM	46904
Incretin Hormone	46905
UCN 3	46906
tumor-necrosis-factor-converting-enzyme	46907
Tns2	46908
Tns1	46909
BSG	46910
C/EBP) b	46911
BSA	46912
C/EBP) a	46913
P4HTM	46914
CX3C motif receptor 1	46915
GCN5/PCAF	46916
TNF/DNL	46917
platelet-derived growth factor receptor-beta	46918
glycodelin A	46919
Transforming growth factor beta-b1	46920
CRD-BP	46921
group X secretory phospholipase A2	46922
Raf(GOF)	46923
angiotensin II type 1A receptor	46924
TRM734	46925
Fragile X mental retardation protein	46926
Neuronal Ceroid Lipofuscinosis	46927
T1 and P1)	46928
OXTr	46929
Plpp3	46930
NSR1	46931
aP2-Cre	46932
Retinoblastoma protein-interacting zinc finger 1	46933
Transducin b-like 1 X-linked receptor 1	46934
Klrb1	46935
ARPC2	46936
Gfi1	46937
cas	46938
Tissue transglutaminase	46939
Macrophage colony stimulating factor	46940
cat	46941
Phosphatase of Regenerating Liver 3	46942
MIR19A	46943
CREB-Regulated Transcriptional Coactivator 2	46944
SCA-6	46945
OXTR	46946
BETA-ACTIN	46947
HCE1/MC	46948
translocator protein 18	46949
Agouti-related-peptide	46950
GABA-A b2/3 receptor and PKC	46951
cad	46952
Suc2p	46953
Monocytic leukemia zinc finger	46954
sterol regulatory element binding protein	46955
nucleosome assembly protein 1	46956
C-reactive protein (CRP);	46957
E1 + P1 and E1 + P2	46958
Msn5p	46959
adipose	46960
gap junction protein, b2, 26kDa	46961
SCA-2	46962
glyoxylate reductase	46963
Outer membrane protein 25	46964
TiaR	46965
GEN1	46966
hGBA	46967
extracellular signal-regulated kinase 1/2 (ERK(1/2	46968
Vps9	46969
C-reactive protein (CRP),	46970
RAB-10-GTPase	46971
C-reactive protein (CRP))	46972
Vps3	46973
Vps2	46974
Vps1	46975
Flightless I homolog	46976
PARM1	46977
Vps4	46978
np55	46979
Interferon-y (IFN-y	46980
HERPUD1	46981
Endothelial protein C receptor	46982
tyrosinase-related protein (TYRP)-1	46983
TMHS	46984
peroxisome proliferator  -activated receptor  gamma, coactivator  1  beta	46985
mZIP1	46986
ZNF543 p	46987
LDL-C(D)	46988
Tpm4	46989
Tpm3	46990
GalNAc-T20	46991
Tpm1	46992
CD15+, DR	46993
miR-4728	46994
Smads 1, 5 and 8	46995
125I-vasoactive intestinal polypeptide	46996
cbl-b	46997
iPLA(2	46998
Tgfb1/2	46999
TRA2A	47000
TRA2B	47001
NeuroD	47002
mothers against DPP homolog (Smad) 2/3	47003
Schnurri2	47004
retinoic acid inducible gene-I	47005
protein tyrosine phosphatases	47006
PGIS-CFP	47007
placenta grouth factor	47008
LIMT	47009
Ddx20	47010
interleukin (IL)-19	47011
alpha(1A)-AR	47012
PP-Y	47013
rOct2	47014
Neurod	47015
C-reactive protein (CRP)]	47016
Munc18-1/2	47017
eRF1	47018
eukaryotic translation initiation factor 4E-binding protein 2	47019
Fc receptors-associated y chain	47020
WD repeat domain 62	47021
rIFN-gamma/m2	47022
ataxia-telangiectasia-mutated	47023
silent information regulator 2	47024
SLC25A20	47025
lincRNA-p21	47026
Ca2+/calmodulin-dependent protein kinase kinase-2	47027
Matrix-Metalloproteinase-9	47028
Angiopoietin-like Protein 4	47029
MSL10	47030
TPSD1	47031
Angiopoietin-like Protein 8	47032
Hsf1p	47033
TIMP-1/-2	47034
